Time,Interior Temp,Exterior Temp,Relative Humidity,Air Pressure,Acceleration (X),Acceleration (Z)
4732,-3.45,-27.21,3.99,2.1,-0.127,0.273
4733,-3.45,-27.21,4.15,2.1,-0.142,0.48
4734,-3.45,-27.21,3.83,2.1,0.051,0.421
4735,-3.45,-27.21,3.99,2.1,-0.083,0.317
4736,-3.45,-27.21,3.83,2.1,-0.053,0.332
4737,-2.57,-27.21,3.52,2.1,-0.112,0.421
4738,-4.33,-27.21,4.31,2.08,-0.098,0.421
4739,-2.57,-27.21,4.15,2.08,-0.098,0.302
4740,-3.45,-27.21,4.15,2.08,-0.053,0.258
4741,-3.45,-27.21,3.99,2.08,-0.157,0.213
4742,-3.45,-27.21,4.15,2.08,-0.083,0.228
4743,-2.57,-28.09,3.52,2.08,-0.157,0.45
4744,-3.45,-26.33,3.99,2.07,0.065,0.376
4745,-4.33,-26.33,4.15,2.08,-0.053,0.436
4746,-4.33,-26.33,3.83,2.08,-0.024,0.362
4747,-3.45,-26.33,3.83,2.08,0.036,0.539
4748,-4.33,-27.21,3.99,2.08,-0.201,0.213
4749,-3.45,-27.21,3.99,2.07,-0.009,0.465
4750,-3.45,-27.21,4.15,2.07,0.021,0.406
4751,-4.33,-27.21,3.99,2.07,0.021,0.406
4752,-4.33,-26.33,3.68,2.07,0.095,0.317
4753,-3.45,-26.33,3.83,2.07,0.036,0.287
4754,-3.45,-26.33,3.68,2.07,0.036,0.421
4755,-4.33,-26.33,3.68,2.07,-0.053,0.406
4756,-3.45,-26.33,3.83,2.07,-0.024,0.406
4757,-3.45,-26.33,4.15,2.07,-0.127,0.302
4758,-4.33,-26.33,3.68,2.07,-0.083,0.421
4759,-4.33,-26.33,3.68,2.05,0.08,0.48
4760,-3.45,-26.33,4.15,2.05,0.199,0.524
4761,-3.45,-26.33,3.99,2.07,0.11,0.51
4762,-3.45,-26.33,3.52,2.05,-0.246,0.213
4763,-3.45,-26.33,3.68,2.05,-0.157,0.45
4764,-5.21,-26.33,4.15,2.03,-0.186,0.51
4765,-4.33,-26.33,4.15,2.05,0.021,0.554
4766,-4.33,-26.33,4.15,2.03,-0.216,0.51
4767,-3.45,-26.33,3.99,2.05,-0.142,0.569
4768,-3.45,-26.33,4.15,2.05,-0.038,0.554
4769,-4.33,-26.33,4.15,2.05,-0.112,0.45
4770,-4.33,-26.33,3.68,2.05,-0.172,0.51
4771,-3.45,-26.33,3.83,2.03,0.036,0.495
4772,-3.45,-26.33,3.83,2.03,-0.098,0.48
4773,-3.45,-26.33,3.83,2.03,-0.142,0.421
4774,-3.45,-27.21,3.83,2.03,-0.009,0.287
4775,-3.45,-27.21,4.15,2.03,-0.112,0.213
4776,-4.33,-27.21,3.83,2.03,-0.216,0.436
4777,-4.33,-27.21,4.15,2.03,-0.231,0.48
4778,-3.45,-27.21,3.83,2.03,-0.201,0.376
4779,-3.45,-28.09,3.99,2.03,-0.024,0.243
4780,-4.33,-28.09,4.15,2.01,-0.216,0.273
4781,-4.33,-28.09,3.83,2.01,0.021,0.436
4782,-3.45,-28.09,3.68,2.01,0.036,0.228
4783,-4.33,-27.21,3.83,2.01,0.08,0.228
4784,-3.45,-24.57,4.31,2.01,-0.231,0.421
4785,-3.45,-27.21,3.99,2.01,-0.246,0.391
4786,-4.33,-27.21,3.99,2.01,-0.009,0.362
4787,-5.21,-27.21,3.68,2.01,-0.009,0.465
4788,-4.33,-27.21,3.36,1.99,-0.142,0.45
4789,-5.21,-27.21,3.99,1.99,-0.231,0.51
4790,-3.45,-26.33,3.83,1.99,-0.275,0.45
4791,-4.33,-26.33,3.83,1.99,-0.157,0.317
4792,-4.33,-26.33,3.68,1.99,-0.201,0.362
4793,-5.21,-26.33,3.68,1.99,-0.038,0.465
4794,-4.33,-26.33,3.99,1.99,-0.305,0.554
4795,-4.33,-26.33,3.99,1.99,-0.216,0.524
4796,-4.33,-26.33,3.52,1.99,-0.246,0.243
4797,-4.33,-26.33,3.68,1.99,-0.142,0.658
4798,-5.21,-27.21,3.68,1.99,-0.335,0.258
4799,-5.21,-27.21,4.31,1.99,-0.186,0.613
4800,-4.33,-27.21,3.99,1.99,-0.186,0.362
4801,-4.33,-27.21,3.52,1.97,0.036,0.524
4802,-4.33,-27.21,3.83,1.99,-0.231,0.287
4803,-4.33,-27.21,4.15,1.99,-0.261,0.347
4804,-4.33,-27.21,3.68,2.01,-0.009,0.436
4805,-5.21,-27.21,3.68,1.97,-0.231,0.273
4806,-4.33,-27.21,3.83,1.97,-0.142,0.48
4807,-4.33,-27.21,4.15,1.97,0.125,0.317
4808,-6.09,-27.21,3.68,1.97,-0.246,0.273
4809,-4.33,-27.21,3.83,1.97,-0.261,0.243
4810,-4.33,-27.21,4.15,1.97,-0.157,0.184
4811,-5.21,-26.33,3.83,1.97,-0.157,0.287
4812,-4.33,-26.33,3.99,1.97,-0.142,0.317
4813,-4.33,-26.33,4.15,1.97,-0.038,0.376
4814,-5.21,-26.33,3.68,1.97,-0.038,0.376
4815,-4.33,-26.33,3.99,1.96,-0.083,0.554
4816,-4.33,-26.33,4.15,1.97,-0.261,0.51
4817,-4.33,-26.33,3.83,1.96,-0.172,0.45
4818,-4.33,-26.33,3.83,1.96,-0.305,0.45
4819,-5.21,-26.33,3.99,1.96,-0.186,0.228
4820,-5.21,-26.33,3.68,1.96,0.006,0.213
4821,-5.21,-26.33,3.52,1.96,-0.216,0.258
4822,-5.21,-25.45,4.15,1.96,-0.172,0.243
4823,-4.33,-27.21,3.52,1.96,0.021,0.421
4824,-5.21,-27.21,1.47,1.96,-0.186,0.347
4825,-5.21,-27.21,3.99,1.96,-0.157,0.613
4826,-4.33,-27.21,4.15,1.96,-0.201,0.569
4827,-5.21,-26.33,3.83,1.94,-0.29,0.421
4828,-5.21,-27.21,4.15,1.94,-0.231,0.702
4829,-4.33,-26.33,3.83,1.94,0.199,0.465
4830,-5.21,-26.33,3.52,1.94,0.021,0.362
4831,-6.09,-26.33,3.99,1.94,-0.038,0.243
4832,-5.21,-26.33,3.99,1.94,-0.216,0.154
4833,-5.21,-26.33,3.99,1.94,-0.172,0.48
4834,-5.21,-26.33,3.68,1.94,-0.409,0.465
4835,-5.21,-26.33,3.99,1.94,-0.29,0.465
4836,-5.21,-26.33,3.83,1.94,-0.231,0.376
4837,-5.21,-26.33,3.68,1.94,0.036,0.243
4838,-5.21,-27.21,3.99,1.94,0.065,0.302
4839,-5.21,-27.21,4.15,1.94,0.051,0.421
4840,-5.21,-27.21,3.99,1.94,-0.009,0.169
4841,-5.21,-27.21,3.99,1.92,-0.157,0.465
4842,-5.21,-27.21,4.15,1.92,-0.009,0.213
4843,-5.21,-27.21,3.68,1.92,-0.216,0.391
4844,-5.21,-27.21,3.83,1.92,0.021,0.465
4845,-5.21,-28.09,3.83,1.92,-0.009,0.376
4846,-5.21,-27.21,3.99,1.92,0.036,0.287
4847,-6.09,-28.09,3.83,1.92,-0.112,0.376
4848,-6.09,-27.21,4.15,1.92,-0.305,0.302
4849,-5.21,-27.21,3.99,1.92,-0.038,0.584
4850,-5.21,-27.21,3.99,1.9,-0.053,0.287
4851,-5.21,-27.21,3.99,1.92,-0.038,0.48
4852,-6.09,-27.21,3.83,1.9,0.006,0.495
4853,-5.21,-27.21,3.52,1.9,-0.024,0.332
4854,-6.09,-27.21,4.15,1.9,-0.112,0.243
4855,-6.09,-27.21,3.68,1.9,-0.127,0.199
4856,-6.09,-27.21,4.15,1.9,-0.201,0.347
4857,-5.21,-27.21,3.83,1.9,-0.098,0.613
4858,-5.21,-27.21,3.83,1.9,-0.468,0.243
4859,-5.21,-27.21,4.15,1.88,-0.216,0.599
4860,-5.21,-27.21,3.83,1.9,-0.142,0.48
4861,-6.09,-27.21,4.15,1.9,-0.349,0.391
4862,-5.21,-27.21,3.99,1.88,0.021,0.48
4863,-5.21,-27.21,3.99,1.88,0.036,0.154
4864,-6.09,-27.21,4.31,1.9,0.095,0.569
4865,-5.21,-27.21,3.68,1.88,0.095,0.495
4866,-6.09,-27.21,3.83,1.88,0.051,0.599
4867,-5.21,-28.09,4.15,1.88,0.08,0.613
4868,-6.09,-28.09,3.99,1.88,-0.053,0.554
4869,-6.09,-28.09,3.83,1.88,0.184,0.421
4870,-6.09,-28.09,4.15,1.88,0.065,0.199
4871,-5.21,-28.09,4.15,1.88,0.051,0.376
4872,-5.21,-28.09,4.15,1.88,-0.127,0.213
4873,-6.09,-28.09,4.15,1.88,-0.038,0.302
4874,-5.21,-28.09,3.99,1.88,-0.142,0.362
4875,-5.21,-28.09,3.68,1.88,0.11,0.539
4876,-6.09,-28.09,3.83,1.88,-0.349,0.406
4877,-5.21,-28.97,3.99,1.86,-0.231,0.332
4878,-5.21,-28.97,4.15,1.88,-0.098,0.287
4879,-6.97,-28.09,4.15,1.86,-0.053,0.213
4880,-6.09,-28.97,3.83,1.86,-0.098,0.332
4881,-6.09,-28.97,4.15,1.86,-0.157,0.391
4882,-6.09,-28.97,3.99,1.86,-0.157,0.376
4883,-6.09,-28.97,3.83,1.86,-0.112,0.317
4884,-6.09,-28.97,4.31,1.85,0.11,0.332
4885,-6.09,-28.09,3.68,1.85,0.021,0.243
4886,-6.09,-28.09,3.99,1.85,-0.172,0.243
4887,-6.09,-28.09,3.68,1.85,0.021,0.524
4888,-6.09,-28.97,3.52,1.85,-0.024,0.287
4889,-6.09,-28.09,3.68,1.85,-0.083,0.287
4890,-6.09,-28.09,3.83,1.85,-0.098,0.376
4891,-6.09,-28.09,3.83,1.85,-0.186,0.302
4892,-7.85,-28.09,3.99,1.85,-0.172,0.436
4893,-6.09,-28.09,3.52,1.85,-0.216,0.465
4894,-6.09,-28.09,3.68,1.85,-0.112,0.436
4895,-6.97,-28.97,3.68,1.85,-0.083,0.45
4896,-6.97,-28.97,3.83,1.83,0.11,0.436
4897,-6.97,-28.97,3.99,1.83,-0.172,0.332
4898,-6.97,-28.97,3.83,1.83,-0.009,0.302
4899,-6.97,-28.97,3.83,1.85,0.021,0.465
4900,-6.09,-28.97,3.83,1.83,0.036,0.495
4901,-6.09,-28.97,3.68,1.83,-0.083,0.421
4902,-6.09,-28.97,3.99,1.83,0.006,0.48
4903,-6.09,-28.97,3.68,1.83,-0.201,0.465
4904,-6.09,-28.97,4.31,1.83,-0.024,0.48
4905,-6.97,-28.97,3.99,1.83,-0.157,0.51
4906,-6.09,-28.97,3.68,1.83,-0.024,0.569
4907,-6.97,-28.97,3.99,1.81,-0.157,0.421
4908,-6.09,-28.97,3.52,1.81,-0.053,0.45
4909,-6.09,-28.97,3.83,1.81,-0.053,0.436
4910,-6.09,-28.97,4.15,1.81,0.08,0.436
4911,-6.09,-28.97,3.99,1.81,-0.186,0.406
4912,-6.97,-28.97,4.15,1.81,-0.112,0.436
4913,-6.09,-28.97,4.31,1.81,-0.068,0.391
4914,-6.09,-28.97,3.83,1.81,0.051,0.376
4915,-6.09,-28.97,3.05,1.81,0.065,0.376
4916,-6.09,-28.97,3.52,1.81,0.006,0.45
4917,-6.09,-28.97,3.83,1.81,0.065,0.317
4918,-6.97,-28.09,3.99,1.81,-0.009,0.302
4919,-6.97,-27.21,3.83,1.81,-0.172,0.317
4920,-6.97,-28.09,4.15,1.81,0.006,0.421
4921,-6.97,-28.09,3.99,1.81,-0.112,0.421
4922,-6.97,-28.09,3.52,1.81,-0.098,0.317
4923,-6.97,-28.09,3.99,1.79,-0.068,0.347
4924,-6.97,-27.21,4.15,1.79,-0.142,0.347
4925,-6.97,-27.21,3.52,1.79,-0.112,0.332
4926,-7.85,-28.09,3.99,1.79,-0.098,0.421
4927,-6.97,-28.09,3.52,1.81,-0.038,0.406
4928,-6.09,-28.09,3.99,1.79,0.036,0.317
4929,-6.97,-28.09,3.68,1.79,0.006,0.287
4930,-6.97,-28.09,3.99,1.79,-0.038,0.302
4931,-6.97,-28.09,3.83,1.77,-0.098,0.273
4932,-7.85,-28.09,3.83,1.79,0.021,0.199
4933,-6.97,-28.09,3.68,1.79,-0.024,0.51
4934,-6.97,-28.09,4.15,1.77,-0.186,0.391
4935,-6.97,-28.97,3.68,1.77,-0.009,0.362
4936,-7.85,-28.97,3.83,1.77,-0.098,0.362
4937,-6.97,-28.97,3.83,1.77,-0.112,0.347
4938,-6.97,-28.97,3.99,1.77,-0.009,0.421
4939,-6.97,-28.97,3.99,1.77,-0.083,0.332
4940,-7.85,-28.97,3.52,1.77,0.006,0.199
4941,-6.97,-28.97,3.68,1.77,-0.009,0.199
4942,-6.97,-28.97,3.68,1.77,-0.172,0.317
4943,-7.85,-28.97,4.15,1.77,-0.038,0.406
4944,-7.85,-28.97,4.15,1.77,0.021,0.347
4945,-6.97,-28.97,3.68,1.77,-0.053,0.406
4946,-7.85,-28.97,3.68,1.75,-0.112,0.421
4947,-6.97,-29.85,0.84,1.75,-0.038,0.436
4948,-6.97,-29.85,3.68,1.75,0.036,0.436
4949,-6.97,-29.85,3.99,1.77,0.021,0.347
4950,-7.85,-29.85,3.99,1.75,-0.083,0.347
4951,-6.97,-28.97,3.68,1.75,-0.053,0.332
4952,-7.85,-30.73,4.15,1.75,-0.068,0.317
4953,-7.85,-28.97,4.15,1.75,-0.038,0.436
4954,-7.85,-28.97,3.99,1.75,-0.068,0.391
4955,-6.97,-28.97,3.99,1.75,-0.068,0.421
4956,-6.97,-28.97,3.52,1.75,0.006,0.45
4957,-6.97,-28.97,3.68,1.75,-0.127,0.421
4958,-7.85,-28.97,3.99,1.75,-0.112,0.436
4959,-7.85,-28.97,3.68,1.74,-0.024,0.465
4960,-6.97,-28.97,3.68,1.74,-0.112,0.436
4961,-8.73,-28.97,3.68,1.74,0.036,0.436
4962,-7.85,-28.97,3.68,1.74,0.006,0.213
4963,-7.85,-28.97,3.68,1.74,-0.009,0.406
4964,-7.85,-28.97,3.83,1.74,-0.053,0.48
4965,-7.85,-28.97,3.83,1.74,-0.009,0.495
4966,-7.85,-28.97,4.15,1.74,-0.112,0.347
4967,-7.85,-28.97,3.99,1.74,-0.068,0.391
4968,-7.85,-28.97,3.83,1.74,-0.172,0.287
4969,-7.85,-28.97,3.83,1.74,-0.083,0.287
4970,-7.85,-28.97,3.83,1.74,-0.038,0.243
4971,-7.85,-28.97,3.52,1.74,-0.009,0.362
4972,-8.73,-28.97,3.83,1.74,-0.083,0.391
4973,-7.85,-29.85,3.52,1.72,-0.098,0.362
4974,-8.73,-28.97,3.83,1.74,-0.083,0.465
4975,-7.85,-28.97,3.99,1.74,-0.068,0.376
4976,-7.85,-29.85,3.52,1.72,0.08,0.332
4977,-7.85,-29.85,3.68,1.72,-0.127,0.199
4978,-7.85,-29.85,4.31,1.72,-0.201,0.391
4979,-7.85,-29.85,3.68,1.72,-0.068,0.228
4980,-8.73,-29.85,3.99,1.72,-0.231,0.273
4981,-8.73,-29.85,3.68,1.72,-0.112,0.406
4982,-7.85,-29.85,4.31,1.72,-0.098,0.302
4983,-7.85,-29.85,3.99,1.72,-0.112,0.317
4984,-7.85,-29.85,3.52,1.72,-0.038,0.302
4985,-6.97,-29.85,3.68,1.7,-0.068,0.347
4986,-7.85,-29.85,3.68,1.7,-0.112,0.391
4987,-7.85,-29.85,3.83,1.7,-0.127,0.465
4988,-7.85,-29.85,3.52,1.7,0.036,0.45
4989,-8.73,-29.85,3.52,1.7,0.139,0.287
4990,-7.85,-29.85,3.99,1.7,-0.112,0.258
4991,-7.85,-29.85,3.52,1.7,-0.201,0.376
4992,-7.85,-29.85,3.83,1.7,-0.186,0.302
4993,-7.85,-29.85,4.15,1.7,-0.157,0.391
4994,-8.73,-30.73,3.68,1.72,-0.142,0.302
4995,-7.85,-30.73,3.83,1.7,-0.083,0.391
4996,-7.85,-30.73,3.68,1.68,-0.142,0.362
4997,-8.73,-30.73,3.52,1.68,0.021,0.228
4998,-8.73,-30.73,3.99,1.68,0.006,0.465
4999,-8.73,-30.73,3.68,1.68,-0.127,0.421
5000,-8.73,-30.73,3.68,1.68,-0.127,0.406
5001,-8.73,-30.73,3.83,1.68,-0.157,0.465
5002,-7.85,-30.73,3.52,1.68,-0.038,0.347
5003,-7.85,-30.73,3.83,1.68,-0.053,0.302
5004,-7.85,-29.85,3.68,1.68,-0.038,0.362
5005,-7.85,-30.73,3.36,1.68,0.051,0.376
5006,-7.85,-30.73,4.47,1.68,0.021,0.347
5007,-7.85,-30.73,3.52,1.68,-0.098,0.332
5008,-7.85,-30.73,3.83,1.68,-0.142,0.362
5009,-7.85,-30.73,3.83,1.68,-0.112,0.332
5010,-9.61,-30.73,3.52,1.68,-0.157,0.362
5011,-8.73,-30.73,3.68,1.66,-0.172,0.362
5012,-8.73,-30.73,3.68,1.66,-0.024,0.273
5013,-8.73,-30.73,3.83,1.66,0.036,0.406
5014,-6.97,-30.73,3.68,1.68,-0.009,0.228
5015,-8.73,-30.73,3.83,1.66,-0.172,0.347
5016,-7.85,-30.73,3.52,1.66,-0.098,0.569
5017,-7.85,-30.73,3.83,1.66,-0.172,0.584
5018,-7.85,-30.73,3.36,1.66,-0.083,0.51
5019,-8.73,-30.73,3.99,1.66,-0.098,0.613
5020,-9.61,-30.73,3.36,1.64,0.199,0.421
5021,-8.73,-30.73,3.68,1.64,-0.261,0.362
5022,-8.73,-30.73,3.52,1.64,-0.083,0.495
5023,-8.73,-30.73,3.68,1.64,0.051,0.51
5024,-8.73,-30.73,3.36,1.64,-0.142,0.554
5025,-8.73,-29.85,3.68,1.66,-0.009,0.45
5026,-8.73,-29.85,3.68,1.64,0.021,0.391
5027,-9.61,-29.85,3.52,1.64,-0.068,0.184
5028,-8.73,-29.85,3.52,1.64,-0.098,0.376
5029,-9.61,-30.73,3.68,1.64,-0.024,0.376
5030,-8.73,-30.73,3.99,1.64,-0.127,0.332
5031,-9.61,-30.73,3.36,1.64,-0.009,0.391
5032,-8.73,-30.73,3.99,1.64,-0.127,0.302
5033,-7.85,-30.73,3.68,1.64,-0.172,0.273
5034,-9.61,-30.73,3.99,1.63,0.021,0.302
5035,-9.61,-30.73,3.99,1.63,-0.038,0.362
5036,-8.73,-30.73,3.68,1.63,-0.127,0.376
5037,-8.73,-30.73,3.99,1.63,-0.068,0.258
5038,-8.73,-30.73,3.99,1.63,-0.083,0.317
5039,-9.61,-30.73,3.99,1.63,-0.024,0.317
5040,-9.61,-30.73,4.15,1.63,-0.127,0.376
5041,-8.73,-30.73,3.83,1.63,-0.053,0.287
5042,-8.73,-30.73,3.36,1.63,-0.112,0.332
5043,-9.61,-30.73,3.68,1.63,-0.112,0.376
5044,-9.61,-30.73,3.36,1.63,-0.009,0.287
5045,-9.61,-30.73,3.52,1.63,0.006,0.317
5046,-9.61,-30.73,3.36,1.63,-0.098,0.243
5047,-8.73,-30.73,3.99,1.63,-0.098,0.376
5048,-9.61,-30.73,3.68,1.61,0.08,0.317
5049,-8.73,-30.73,3.52,1.63,-0.083,0.302
5050,-9.61,-30.73,3.68,1.61,-0.112,0.258
5051,-9.61,-30.73,3.52,1.61,-0.201,0.465
5052,-8.73,-30.73,3.83,1.61,-0.068,0.465
5053,-8.73,-30.73,3.68,1.61,-0.024,0.406
5054,-10.49,-30.73,3.99,1.61,-0.038,0.287
5055,-9.61,-30.73,3.68,1.63,-0.172,0.273
5056,-8.73,-30.73,3.36,1.61,-0.068,0.287
5057,-9.61,-30.73,3.36,1.61,-0.112,0.376
5058,-9.61,-30.73,3.83,1.63,-0.024,0.524
5059,-8.73,-30.73,3.99,1.61,-0.098,0.421
5060,-10.49,-29.85,3.83,1.61,-0.068,0.421
5061,-8.73,-29.85,3.52,1.61,-0.053,0.302
5062,-8.73,-29.85,3.99,1.59,0.08,0.302
5063,-9.61,-29.85,3.99,1.59,-0.009,0.317
5064,-8.73,-29.85,3.52,1.59,0.11,0.332
5065,-10.49,-29.85,3.36,1.59,-0.009,0.258
5066,-9.61,-28.97,3.68,1.61,0.065,0.258
5067,-9.61,-29.85,3.83,1.61,0.006,0.45
5068,-9.61,-29.85,3.68,1.59,-0.068,0.347
5069,-9.61,-29.85,3.36,1.59,0.036,0.362
5070,-8.73,-29.85,3.83,1.59,-0.127,0.436
5071,-8.73,-29.85,3.68,1.59,-0.024,0.376
5072,-9.61,-29.85,3.99,1.59,-0.112,0.376
5073,-9.61,-29.85,3.52,1.59,-0.142,0.347
5074,-9.61,-30.73,3.36,1.59,-0.112,0.332
5075,-10.49,-30.73,3.99,1.59,-0.172,0.317
5076,-9.61,-30.73,3.83,1.59,-0.098,0.51
5077,-9.61,-30.73,3.83,1.59,-0.186,0.465
5078,-10.49,-30.73,3.83,1.59,-0.305,0.539
5079,-9.61,-30.73,3.83,1.57,-0.409,0.317
5080,-9.61,-30.73,3.52,1.57,-0.053,0.658
5081,-9.61,-30.73,3.83,1.57,-0.112,0.258
5082,-9.61,-30.73,3.99,1.57,0.021,0.273
5083,-9.61,-30.73,3.68,1.57,0.051,0.51
5084,-9.61,-29.85,3.52,1.59,-0.32,0.332
5085,-9.61,-29.85,3.99,1.57,-0.127,0.687
5086,-9.61,-29.85,3.36,1.55,-0.068,0.747
5087,-9.61,-29.85,3.83,1.57,-0.497,0.391
5088,-9.61,-29.85,3.68,1.55,-0.127,0.465
5089,-9.61,-29.85,4.15,1.55,-0.275,0.228
5090,-9.61,-29.85,3.83,1.55,0.11,0.687
5091,-10.49,-29.85,3.52,1.55,-0.364,0.199
5092,-9.61,-29.85,3.99,1.55,-0.201,0.761
5093,-9.61,-29.85,3.83,1.55,-0.142,0.702
5094,-10.49,-29.85,3.83,1.55,-0.231,0.347
5095,-9.61,-29.85,3.52,1.55,-0.068,0.406
5096,-10.49,-29.85,3.68,1.55,0.065,0.302
5097,-10.49,-29.85,3.83,1.55,0.08,0.465
5098,-9.61,-29.85,3.36,1.55,-0.053,0.391
5099,-9.61,-29.85,3.68,1.55,-0.157,0.406
5100,-10.49,-29.85,3.68,1.55,-0.038,0.45
5101,-10.49,-29.85,3.99,1.55,-0.068,0.524
5102,-9.61,-29.85,3.83,1.53,-0.068,0.421
5103,-10.49,-30.73,3.52,1.55,-0.112,0.391
5104,-9.61,-30.73,3.52,1.53,-0.038,0.45
5105,-10.49,-30.73,3.99,1.53,0.139,0.332
5106,-10.49,-30.73,3.83,1.53,0.08,0.332
5107,-9.61,-29.85,3.99,1.53,-0.335,0.199
5108,-11.37,-30.73,3.68,1.53,-0.305,0.465
5109,-9.61,-30.73,3.83,1.53,-0.127,0.584
5110,-10.49,-30.73,3.52,1.53,-0.246,0.332
5111,-11.37,-30.73,3.83,1.53,-0.053,0.332
5112,-11.37,-30.73,3.99,1.53,-0.201,0.465
5113,-9.61,-30.73,3.52,1.53,-0.172,0.658
5114,-11.37,-30.73,3.99,1.53,-0.127,0.613
5115,-11.37,-30.73,3.83,1.53,-0.127,0.687
5116,-10.49,-29.85,3.68,1.53,-0.32,0.524
5117,-9.61,-29.85,3.68,1.52,-0.112,0.554
5118,-10.49,-29.85,3.68,1.52,0.065,0.317
5119,-10.49,-29.85,3.68,1.53,0.036,0.213
5120,-10.49,-29.85,3.83,1.52,0.184,0.317
5121,-9.61,-29.85,3.52,1.52,0.347,0.51
5122,-10.49,-30.73,3.99,1.52,-0.379,0.154
5123,-10.49,-30.73,3.99,1.52,-0.112,0.199
5124,-10.49,-30.73,3.68,1.52,-0.216,0.495
5125,-10.49,-30.73,3.52,1.52,-0.261,0.569
5126,-10.49,-30.73,3.83,1.52,-0.275,0.302
5127,-9.61,-30.73,3.52,1.53,-0.216,0.169
5128,-10.49,-30.73,3.52,1.52,0.139,0.258
5129,-9.61,-30.73,3.52,1.52,-0.053,0.48
5130,-11.37,-30.73,3.83,1.52,-0.231,0.362
5131,-11.37,-30.73,3.99,1.5,-0.216,0.332
5132,-9.61,-30.73,3.68,1.52,0.169,0.673
5133,-10.49,-30.73,3.99,1.52,-0.364,0.569
5134,-10.49,-30.73,3.68,1.5,-0.335,0.436
5135,-10.49,-30.73,3.99,1.5,-0.29,0.406
5136,-10.49,-30.73,3.52,1.5,-0.127,0.421
5137,-10.49,-30.73,3.83,1.5,-0.083,0.45
5138,-10.49,-30.73,4.15,1.5,-0.112,0.421
5139,-10.49,-30.73,3.52,1.5,-0.261,0.258
5140,-11.37,-30.73,3.99,1.5,-0.186,0.51
5141,-10.49,-30.73,3.83,1.5,-0.142,0.495
5142,-11.37,-30.73,3.68,1.5,-0.068,0.391
5143,-10.49,-30.73,3.52,1.5,-0.349,0.51
5144,-10.49,-30.73,3.83,1.5,-0.261,0.406
5145,-10.49,-31.61,5.25,1.5,-0.009,0.613
5146,-11.37,-31.61,3.52,1.5,-0.261,0.495
5147,-10.49,-31.61,3.99,1.48,-0.172,0.495
5148,-10.49,-31.61,3.99,1.48,0.036,0.51
5149,-10.49,-31.61,3.68,1.48,0.021,0.495
5150,-10.49,-31.61,3.52,1.5,0.125,-0.038
5151,-11.37,-31.61,3.99,1.48,-0.32,0.273
5152,-11.37,-31.61,3.52,1.48,-0.201,0.613
5153,-11.37,-31.61,4.15,1.48,-0.497,0.347
5154,-10.49,-31.61,3.52,1.48,-0.305,0.599
5155,-10.49,-31.61,3.52,1.48,-0.068,0.08
5156,-10.49,-31.61,3.99,1.48,0.095,0.11
5157,-11.37,-31.61,4.15,1.48,0.125,0.332
5158,-10.49,-31.61,3.2,1.48,-0.127,0.273
5159,-12.25,-31.61,3.68,1.48,-0.231,0.45
5160,-10.49,-31.61,3.83,1.48,0.036,0.702
5161,-12.25,-31.61,3.99,1.48,-0.186,0.139
5162,-12.25,-31.61,3.52,1.46,-0.068,0.199
5163,-11.37,-31.61,3.52,1.46,-0.024,0.258
5164,-10.49,-31.61,3.52,1.46,0.006,0.524
5165,-10.49,-31.61,3.99,1.46,0.095,0.643
5166,-11.37,-31.61,3.83,1.46,-0.098,0.199
5167,-10.49,-31.61,3.83,1.46,-0.009,0.184
5168,-11.37,-31.61,3.83,1.46,-0.216,0.658
5169,-11.37,-31.61,3.99,1.46,-0.216,0.154
5170,-10.49,-31.61,3.52,1.46,0.021,0.228
5171,-12.25,-31.61,3.52,1.46,-0.275,0.095
5172,-10.49,-31.61,3.68,1.46,0.021,0.258
5173,-11.37,-31.61,3.52,1.46,-0.024,0.228
5174,-11.37,-31.61,3.83,1.46,-0.098,0.539
5175,-11.37,-31.61,3.52,1.46,0.036,0.495
5176,-11.37,-31.61,3.52,1.46,-0.275,0.332
5177,-12.25,-31.61,3.99,1.44,-0.024,0.628
5178,-11.37,-31.61,3.99,1.44,-0.053,0.243
5179,-11.37,-31.61,3.99,1.44,-0.024,0.228
5180,-11.37,-31.61,3.68,1.44,-0.038,0.406
5181,-10.49,-31.61,3.83,1.44,-0.068,0.391
5182,-11.37,-31.61,3.83,1.44,-0.409,0.287
5183,-12.25,-31.61,3.99,1.44,-0.261,0.317
5184,-11.37,-30.73,3.83,1.44,-0.349,0.317
5185,-11.37,-31.61,3.99,1.44,-0.261,0.376
5186,-10.49,-31.61,3.99,1.44,0.139,0.51
5187,-11.37,-31.61,3.52,1.44,-0.127,0.584
5188,-11.37,-31.61,3.83,1.44,-0.335,0.465
5189,-11.37,-31.61,3.83,1.42,0.021,0.687
5190,-11.37,-31.61,3.68,1.44,-0.409,0.495
5191,-11.37,-31.61,3.68,1.42,-0.112,0.554
5192,-12.25,-31.61,3.52,1.42,-0.261,0.495
5193,-11.37,-31.61,3.83,1.42,-0.127,0.391
5194,-12.25,-31.61,3.83,1.42,-0.216,0.539
5195,-11.37,-31.61,3.68,1.42,-0.349,0.465
5196,-11.37,-31.61,3.99,1.42,-0.29,0.599
5197,-12.25,-30.73,4.15,1.42,-0.409,0.406
5198,-12.25,-30.73,3.99,1.42,-0.29,0.332
5199,-13.13,-30.73,3.52,1.42,-0.201,0.45
