Time,Interior Temp,Exterior Temp,Relative Humidity,Air Pressure,Acceleration (X),Acceleration (Z)
1408,43.17,38.77,36.16,12.22,-0.068,1.161
1409,41.41,38.77,36.16,12.26,-0.127,1.235
1410,41.41,38.77,36,12.26,-0.127,1.25
1411,43.17,38.77,36.47,12.27,-0.098,1.191
1412,41.41,38.77,36,12.26,-0.083,1.087
1413,43.17,38.77,36,12.26,-0.142,1.102
1414,42.29,38.77,36.47,12.26,-0.157,1.221
1415,42.29,38.77,36.47,12.26,-0.098,1.102
1416,42.29,38.77,36.31,12.26,0.036,1.191
1417,43.17,38.77,36.16,12.26,-0.186,1.176
1418,43.17,38.77,36.47,12.26,-0.024,1.102
1419,42.29,38.77,36.16,12.26,0.006,1.191
1420,43.17,38.77,36.63,12.22,-0.083,1.176
1421,41.41,38.77,35.84,12.24,-0.142,1.043
1422,42.29,38.77,36.16,12.26,-0.127,1.206
1423,43.17,38.77,36.16,12.22,-0.157,1.191
1424,42.29,38.77,36.94,12.26,-0.275,1.147
1425,42.29,38.77,36,12.26,-0.157,1.147
1426,42.29,38.77,36.16,12.22,-0.201,1.161
1427,42.29,38.77,36.31,12.26,-0.157,1.28
1428,43.17,38.77,36.47,12.26,-0.261,1.28
1429,42.29,38.77,36.47,12.26,-0.127,1.043
1430,42.29,38.77,36.47,12.26,-0.024,1.235
1431,42.29,38.77,36.31,12.26,-0.201,1.295
1432,42.29,38.77,36.31,12.24,-0.127,1.25
1433,43.17,38.77,36.31,12.26,-0.246,1.206
1434,43.17,38.77,35.84,12.24,-0.098,1.354
1435,42.29,38.77,36,12.26,-0.024,1.087
1436,41.41,38.77,36.31,12.26,-0.172,1.028
1437,42.29,38.77,36.31,12.26,-0.29,1.176
1438,43.17,38.77,35.84,12.26,-0.127,1.339
1439,42.29,38.77,36.31,12.26,-0.157,1.058
1440,42.29,38.77,35.84,12.26,-0.231,1.176
1441,42.29,38.77,36.16,12.26,-0.068,1.206
1442,43.17,38.77,35.84,12.24,-0.157,1.043
1443,43.17,38.77,36.47,12.26,-0.157,1.309
1444,43.17,38.77,36.16,12.26,-0.068,1.487
1445,41.41,38.77,36.16,12.26,-0.142,1.295
1446,43.17,38.77,36.16,12.26,-0.068,1.147
1447,43.17,38.77,36.47,12.22,-0.068,1.087
1448,43.17,38.77,35.84,12.26,-0.112,1.176
1449,42.29,38.77,36.16,12.26,-0.098,1.191
1450,42.29,38.77,35.68,12.26,0.006,1.132
1451,42.29,38.77,36.31,12.26,-0.009,1.132
1452,43.17,38.77,36,12.26,0.036,1.206
1453,43.17,38.77,35.84,12.26,-0.009,1.235
1454,43.17,38.77,36,12.26,-0.024,1.132
1455,43.17,38.77,36,12.26,-0.053,1.265
1456,42.29,38.77,35.68,12.26,-0.009,1.147
1457,42.29,38.77,36,12.26,-0.112,1.176
1458,43.17,38.77,35.84,12.26,0.036,1.295
1459,42.29,38.77,36.16,12.24,-0.038,1.398
1460,43.17,38.77,36,12.26,-0.157,1.265
1461,43.17,38.77,36,12.26,-0.142,1.221
1462,43.17,38.77,35.84,12.26,0.006,1.295
1463,43.17,38.77,36.16,12.26,-0.053,1.176
1464,43.17,38.77,36.31,12.27,-0.098,1.324
1465,42.29,38.77,36.16,12.26,0.021,1.176
1466,43.17,38.77,36.31,12.26,-0.038,1.087
1467,43.17,39.65,35.68,12.26,-0.098,1.102
1468,42.29,38.77,36.31,12.26,-0.098,1.354
1469,43.17,38.77,35.84,12.26,-0.083,1.221
1470,43.17,38.77,36.16,12.26,-0.127,1.191
1471,43.17,38.77,36.16,12.26,-0.068,1.206
1472,43.17,38.77,36.16,12.26,-0.038,1.117
1473,42.29,38.77,35.84,12.26,-0.009,1.132
1474,43.17,38.77,35.84,12.26,-0.068,1.191
1475,43.17,38.77,35.68,12.26,-0.038,1.176
1476,43.17,38.77,36,12.26,-0.024,1.161
1477,43.17,38.77,35.68,12.26,-0.009,1.132
1478,42.29,38.77,36,12.26,-0.142,1.324
1479,43.17,38.77,36,12.26,-0.083,1.176
1480,43.17,38.77,35.84,12.27,-0.112,1.206
1481,43.17,38.77,35.52,12.26,-0.038,1.235
1482,43.17,38.77,36,12.26,0.021,1.369
1483,43.17,39.65,35.84,12.27,0.021,1.176
1484,43.17,38.77,35.84,12.26,-0.024,1.087
1485,43.17,38.77,36.16,12.22,-0.083,1.191
1486,43.17,38.77,35.68,12.26,-0.083,1.324
1487,42.29,38.77,36,12.26,-0.068,1.072
1488,42.29,38.77,36.16,12.26,-0.098,1.013
1489,41.41,38.77,35.52,12.26,-0.038,1.087
1490,43.17,38.77,36.16,12.26,0.021,1.161
1491,43.17,39.65,35.68,12.26,-0.038,1.176
1492,43.17,39.65,36,12.26,-0.038,1.191
1493,43.17,38.77,35.52,12.26,-0.053,1.221
1494,41.41,38.77,35.52,12.26,0.036,1.072
1495,43.17,39.65,35.52,12.26,0.036,1.117
1496,43.17,38.77,36,12.26,0.036,1.191
1497,43.17,38.77,36,12.26,0.051,1.147
1498,43.17,39.65,35.37,12.26,-0.142,1.295
1499,43.17,39.65,35.52,12.26,-0.068,1.25
1500,43.17,38.77,36,12.26,-0.024,1.117
1501,43.17,39.65,35.68,12.26,-0.053,1.176
1502,43.17,38.77,36.16,12.26,-0.053,1.147
1503,43.17,38.77,35.68,12.26,-0.024,1.132
1504,43.17,39.65,35.52,12.26,-0.098,1.161
1505,43.17,39.65,35.68,12.22,-0.098,1.147
1506,43.17,39.65,35.68,12.26,-0.083,1.161
1507,43.17,39.65,35.84,12.24,-0.038,1.206
1508,43.17,39.65,35.68,12.26,-0.142,1.206
1509,43.17,39.65,36,12.26,-0.098,1.176
1510,42.29,39.65,36.16,12.26,-0.098,1.161
1511,42.29,39.65,35.52,12.26,-0.024,1.117
1512,43.17,39.65,35.68,12.26,-0.053,1.102
1513,43.17,39.65,35.84,12.22,-0.098,1.28
1514,43.17,39.65,35.21,12.26,-0.053,1.132
1515,43.17,39.65,35.52,12.26,-0.068,1.235
1516,43.17,38.77,35.37,12.26,0.036,1.072
1517,43.17,39.65,36,12.26,-0.009,1.117
1518,43.17,39.65,35.37,12.26,-0.068,1.147
1519,43.17,39.65,35.84,12.26,-0.053,1.25
1520,43.17,39.65,35.84,12.26,-0.038,1.235
1521,42.29,39.65,35.68,12.26,0.08,1.176
1522,42.29,39.65,35.68,12.26,0.065,1.147
1523,43.17,39.65,35.84,12.26,-0.024,1.132
1524,43.17,39.65,35.84,12.26,-0.024,1.176
1525,42.29,39.65,35.37,12.26,0.051,1.25
1526,43.17,39.65,35.37,12.26,0.051,1.235
1527,42.29,39.65,37.1,12.26,0.065,1.147
1528,43.17,39.65,35.52,12.26,0.036,1.221
1529,43.17,39.65,36,12.26,0.051,1.191
1530,43.17,39.65,35.68,12.26,0.006,1.221
1531,43.17,39.65,36,12.26,0.051,1.191
1532,43.17,39.65,35.52,12.26,0.036,1.206
1533,43.17,39.65,35.84,12.24,0.036,1.102
1534,43.17,39.65,36,12.26,0.065,1.176
1535,44.05,39.65,35.68,12.26,0.021,1.161
1536,42.29,39.65,35.84,12.26,0.08,1.191
1537,43.17,39.65,35.52,12.22,0.08,1.191
1538,42.29,39.65,35.52,12.26,0.036,1.132
1539,43.17,39.65,35.84,12.26,0.006,1.132
1540,43.17,39.65,35.37,12.26,0.051,1.206
1541,43.17,39.65,35.37,12.22,0.051,1.161
1542,42.29,39.65,35.52,12.26,-0.038,1.221
1543,43.17,39.65,35.37,12.26,0.036,1.191
1544,42.29,39.65,35.37,12.26,0.021,1.176
1545,44.05,39.65,35.84,12.26,0.036,1.147
1546,43.17,39.65,35.52,12.24,0.051,1.176
1547,42.29,39.65,35.52,12.26,0.006,1.221
1548,43.17,39.65,35.52,12.26,-0.009,1.25
1549,43.17,39.65,34.58,12.26,0.051,1.147
1550,43.17,39.65,35.21,12.26,0.065,1.161
1551,42.29,39.65,35.68,12.26,-0.009,1.309
1552,43.17,39.65,35.21,12.26,0.021,1.176
1553,43.17,39.65,35.37,12.26,0.08,1.117
1554,43.17,39.65,35.21,12.22,0.11,1.235
1555,43.17,39.65,35.37,12.24,0.036,1.132
1556,43.17,39.65,35.68,12.26,0.11,1.221
1557,43.17,39.65,35.37,12.22,0.08,1.309
1558,43.17,39.65,35.84,12.26,0.021,1.265
1559,42.29,39.65,35.37,12.26,-0.009,1.221
1560,43.17,39.65,35.37,12.24,-0.024,1.132
1561,43.17,39.65,35.52,12.26,-0.038,1.235
1562,44.05,39.65,35.68,12.26,-0.024,1.191
1563,42.29,39.65,35.52,12.26,-0.009,1.147
1564,43.17,39.65,35.37,12.24,-0.009,1.147
1565,43.17,39.65,35.68,12.27,-0.038,1.235
1566,42.29,39.65,35.68,12.26,0.021,1.191
1567,43.17,39.65,35.21,12.24,0.095,1.072
1568,43.17,39.65,35.84,12.26,-0.038,1.235
1569,44.05,39.65,35.37,12.26,0.021,1.147
1570,43.17,39.65,35.68,12.26,0.036,1.132
1571,43.17,39.65,35.52,12.26,-0.053,1.265
1572,43.17,39.65,35.21,12.26,-0.024,1.206
1573,43.17,39.65,35.84,12.26,-0.009,1.161
1574,42.29,39.65,35.52,12.26,-0.009,1.221
1575,42.29,39.65,35.68,12.26,-0.024,1.221
1576,43.17,39.65,35.05,12.26,-0.009,1.191
1577,42.29,39.65,35.52,12.26,-0.053,1.191
1578,42.29,39.65,35.37,12.22,0.11,1.058
1579,44.05,39.65,35.37,12.26,-0.053,1.235
1580,44.05,39.65,35.05,12.26,0.051,1.161
1581,43.17,39.65,35.21,12.26,0.036,1.176
1582,42.29,39.65,35.52,12.26,-0.038,1.206
1583,43.17,39.65,35.21,12.27,-0.024,1.221
1584,43.17,39.65,35.52,12.26,-0.024,1.176
1585,42.29,39.65,35.37,12.24,0.095,1.117
1586,43.17,39.65,35.37,12.26,0.169,1.072
1587,43.17,39.65,35.52,12.26,0.08,1.206
1588,44.05,39.65,35.21,12.26,0.021,1.176
1589,42.29,39.65,35.68,12.26,0.11,1.161
1590,42.29,39.65,35.05,12.26,0.199,1.013
1591,43.17,39.65,35.05,12.26,0.139,1.117
1592,44.05,39.65,35.52,12.26,-0.053,1.117
1593,43.17,39.65,35.21,12.26,0.036,1.117
1594,43.17,39.65,35.52,12.26,-0.038,1.206
1595,43.17,39.65,35.21,12.26,-0.127,1.176
1596,44.05,39.65,35.21,12.26,-0.112,1.295
1597,44.05,39.65,36,12.26,0.006,1.147
1598,43.17,39.65,35.21,12.24,0.021,1.25
1599,43.17,39.65,35.37,12.26,0.036,1.191
1600,43.17,39.65,35.21,12.26,0.021,1.161
1601,44.05,39.65,35.52,12.26,0.051,1.161
1602,44.05,39.65,35.21,12.26,0.006,1.25
1603,43.17,39.65,35.05,12.26,0.051,1.132
1604,43.17,39.65,35.84,12.26,0.154,1.176
1605,44.05,39.65,35.37,12.26,0.11,1.206
1606,44.05,39.65,35.37,12.26,0.11,1.206
1607,43.17,39.65,35.05,12.26,0.08,1.206
1608,43.17,39.65,35.21,12.26,0.08,1.132
1609,43.17,39.65,35.52,12.26,0.095,1.102
1610,44.05,39.65,35.05,12.26,0.036,1.28
1611,44.05,39.65,35.21,12.26,0.139,1.147
1612,42.29,39.65,35.37,12.26,0.154,1.191
1613,44.05,39.65,35.37,12.26,0.139,1.25
1614,44.05,39.65,35.05,12.26,0.065,1.176
1615,43.17,39.65,35.52,12.26,0.169,1.087
1616,44.05,39.65,35.05,12.26,0.169,1.132
1617,43.17,39.65,35.05,12.26,0.139,1.132
1618,44.05,39.65,35.05,12.26,0.139,1.147
1619,44.05,39.65,35.21,12.26,0.125,1.147
1620,44.05,39.65,35.68,12.26,0.125,1.25
1621,43.17,39.65,35.52,12.26,0.11,1.191
1622,43.17,39.65,35.52,12.26,0.199,1.221
1623,44.05,39.65,35.52,12.26,0.11,1.147
1624,44.05,39.65,35.52,12.26,0.006,1.102
1625,44.05,39.65,35.37,12.26,0.065,1.102
1626,43.17,39.65,35.05,12.26,0.065,1.235
1627,43.17,39.65,35.52,12.26,0.184,1.206
1628,42.29,39.65,35.52,12.26,-0.068,1.221
1629,42.29,39.65,34.89,12.22,-0.068,1.072
1630,42.29,39.65,35.05,12.26,0.11,1.161
1631,42.29,39.65,35.05,12.26,0.11,1.117
1632,44.05,39.65,35.05,12.26,-0.009,1.221
1633,44.05,39.65,34.89,12.26,0.036,1.191
1634,42.29,39.65,35.37,12.26,0.169,1.087
1635,43.17,39.65,35.05,12.26,0.036,1.087
1636,43.17,39.65,35.05,12.26,-0.009,1.235
1637,42.29,39.65,35.37,12.26,-0.083,1.295
1638,42.29,39.65,35.37,12.26,0.051,1.191
1639,43.17,39.65,35.05,12.26,-0.009,1.147
1640,44.05,39.65,35.52,12.26,0.065,1.206
1641,44.05,39.65,35.37,12.26,-0.038,1.161
1642,43.17,39.65,34.89,12.26,-0.024,1.176
1643,43.17,39.65,35.21,12.26,0.021,1.176
1644,42.29,39.65,35.52,12.24,-0.038,1.161
1645,43.17,39.65,34.89,12.26,-0.053,1.176
1646,43.17,39.65,35.05,12.26,0.021,1.235
1647,42.29,39.65,35.05,12.26,-0.024,1.191
1648,43.17,39.65,35.37,12.26,0.095,1.191
1649,43.17,39.65,34.74,12.24,-0.009,1.235
1650,43.17,39.65,34.89,12.26,0.065,1.058
1651,44.05,39.65,35.21,12.26,0.006,1.176
1652,43.17,39.65,35.05,12.26,0.006,1.147
1653,44.05,39.65,35.37,12.26,0.021,1.161
1654,42.29,39.65,38.05,12.26,-0.009,1.235
1655,42.29,39.65,35.05,12.26,0.006,1.206
1656,44.05,39.65,34.89,12.26,0.065,1.176
1657,42.29,39.65,35.21,12.26,0.051,1.176
1658,42.29,39.65,35.37,12.26,0.11,1.161
1659,44.05,39.65,34.89,12.26,0.021,1.206
1660,44.05,39.65,35.21,12.26,0.036,1.117
1661,44.05,39.65,35.05,12.26,-0.053,1.147
1662,44.05,39.65,35.05,12.26,0.021,1.176
1663,44.05,39.65,34.89,12.26,0.051,1.117
1664,44.05,39.65,34.74,12.26,0.11,1.013
1665,44.05,39.65,34.89,12.26,0.021,1.102
1666,43.17,39.65,35.21,12.26,0.036,1.191
1667,44.05,39.65,34.74,12.26,0.065,1.191
1668,44.05,39.65,34.89,12.26,0.065,1.132
1669,44.05,39.65,35.21,12.26,-0.024,1.176
1670,44.05,39.65,35.21,12.26,-0.009,1.309
1671,44.05,39.65,35.05,12.26,-0.024,1.28
1672,43.17,39.65,35.21,12.24,-0.024,1.25
1673,43.17,39.65,35.05,12.26,0.376,1.102
1674,43.17,39.65,35.21,12.26,0.761,0.88
1675,42.29,39.65,35.21,12.26,0.465,1.606
1676,44.05,39.65,35.21,12.26,0.362,1.117
1677,44.05,39.65,35.05,12.26,0.243,1.176
1678,42.29,39.65,34.74,12.26,0.139,1.206
1679,44.05,39.65,35.21,12.26,0.139,1.176
1680,42.29,39.65,35.21,12.26,0.095,1.176
1681,44.05,39.65,35.21,12.26,0.11,1.102
1682,44.05,39.65,34.89,12.26,0.125,1.161
1683,44.05,39.65,35.52,12.26,0.154,1.206
1684,43.17,39.65,34.74,12.26,0.139,1.147
1685,44.05,39.65,35.05,12.26,0.213,1.147
1686,44.05,39.65,35.05,12.26,0.228,1.147
1687,44.05,39.65,35.05,12.26,0.125,1.221
1688,44.05,39.65,34.89,12.26,0.139,1.117
1689,44.05,39.65,35.21,12.26,0.11,1.206
1690,44.05,39.65,34.74,12.26,0.051,1.235
1691,42.29,39.65,34.89,12.26,0.036,1.221
1692,44.05,39.65,35.21,12.26,0.095,1.354
1693,43.17,39.65,34.89,12.26,0.021,1.176
1694,43.17,39.65,34.89,12.26,0.065,1.132
1695,44.05,39.65,34.74,12.26,0.154,1.147
1696,44.05,39.65,34.58,12.26,0.065,1.102
1697,44.05,39.65,34.74,12.26,0.08,1.176
1698,42.29,39.65,34.58,12.26,0.051,1.235
1699,43.17,39.65,35.05,12.26,0.051,1.206
1700,44.05,39.65,35.21,12.22,0.08,1.132
1701,44.05,39.65,34.58,12.26,0.199,1.117
1702,44.05,39.65,34.74,12.26,0.051,1.206
1703,44.05,39.65,35.05,12.26,0.08,1.28
1704,44.05,39.65,35.05,12.26,0.021,1.147
1705,44.05,39.65,35.21,12.26,-0.009,1.25
1706,44.05,39.65,34.89,12.26,0.065,1.206
1707,44.05,39.65,35.05,12.26,0.036,1.221
1708,44.05,39.65,36.16,12.22,0.095,1.191
1709,44.05,39.65,34.89,12.26,0.051,1.265
1710,42.29,39.65,34.74,12.22,0.095,1.235
1711,42.29,39.65,34.58,12.26,0.051,1.206
1712,44.05,39.65,34.58,12.26,0.154,1.221
1713,44.05,39.65,34.58,12.26,0.11,1.25
1714,44.05,39.65,34.74,12.24,0.095,1.176
1715,43.17,39.65,34.89,12.26,0.021,1.265
1716,44.05,39.65,34.74,12.26,0.051,1.221
1717,44.05,39.65,34.74,12.26,0.169,1.206
1718,44.05,39.65,34.89,12.26,0.095,1.147
1719,44.05,39.65,34.58,12.24,0.154,1.117
1720,44.05,39.65,34.58,12.26,0.169,1.161
1721,44.05,39.65,34.89,12.26,0.11,1.206
1722,44.05,39.65,34.89,12.26,0.139,1.132
1723,44.05,39.65,35.05,12.26,0.199,1.191
1724,44.05,39.65,34.89,12.26,0.139,1.147
1725,43.17,39.65,35.05,12.26,0.08,1.25
1726,44.05,39.65,34.74,12.26,0.139,1.132
1727,43.17,39.65,34.58,12.26,0.154,1.206
1728,43.17,39.65,34.74,12.26,0.11,1.132
1729,44.05,39.65,34.89,12.24,0.006,1.087
1730,42.29,39.65,34.89,12.26,0.154,1.265
1731,43.17,39.65,34.58,12.26,0.08,1.147
1732,44.05,39.65,34.74,12.26,0.125,1.25
1733,44.05,39.65,34.89,12.26,0.125,1.117
1734,44.05,39.65,34.89,12.26,0.08,1.206
1735,44.05,39.65,34.74,12.26,0.051,1.235
1736,44.05,39.65,34.74,12.26,0.021,1.147
1737,44.05,39.65,34.58,12.26,-0.009,1.221
1738,44.05,39.65,34.58,12.26,0.199,1.25
1739,44.05,39.65,35.05,12.26,0.036,1.221
1740,44.05,39.65,34.74,12.26,0.036,1.28
1741,43.17,39.65,34.42,12.26,0.065,1.161
1742,44.05,39.65,34.89,12.26,0.021,1.176
1743,44.05,39.65,34.89,12.26,-0.038,1.147
1744,44.05,39.65,34.42,12.26,-0.024,1.176
1745,44.05,39.65,34.74,12.26,-0.216,1.058
1746,43.17,39.65,34.58,12.26,-0.009,1.25
1747,44.05,39.65,34.89,12.26,0.154,1.117
1748,44.05,39.65,34.74,12.26,0.258,1.265
1749,44.93,39.65,34.89,12.26,0.11,1.176
1750,43.17,39.65,34.58,12.26,0.258,1.265
1751,43.17,39.65,35.05,12.26,0.258,1.102
1752,44.05,39.65,34.58,12.26,0.347,1.147
1753,44.05,39.65,35.05,12.26,0.199,1.147
1754,44.05,39.65,34.74,12.26,0.258,1.161
1755,44.05,39.65,34.58,12.26,0.213,1.102
1756,44.05,39.65,35.05,12.26,0.243,1.087
1757,44.05,39.65,34.89,12.26,0.243,1.132
1758,44.05,39.65,35.05,12.26,0.273,1.176
1759,44.05,39.65,34.42,12.26,0.287,1.117
1760,44.05,39.65,34.89,12.26,0.258,1.087
1761,44.93,39.65,34.42,12.26,0.287,1.087
1762,43.17,39.65,34.89,12.26,0.258,1.087
1763,42.29,39.65,34.89,12.26,0.228,1.117
1764,44.05,39.65,34.89,12.26,0.213,1.102
1765,44.05,39.65,34.74,12.26,0.228,1.132
1766,44.05,39.65,34.58,12.24,0.258,1.309
1767,44.05,39.65,34.58,12.26,0.362,1.161
1768,43.17,39.65,34.42,12.22,0.317,1.147
1769,44.05,39.65,35.05,12.26,0.287,1.161
1770,43.17,39.65,34.74,12.24,0.273,1.176
1771,43.17,39.65,34.58,12.22,0.376,1.072
1772,44.05,39.65,34.42,12.26,0.332,0.998
1773,43.17,39.65,34.58,12.26,0.347,1.043
1774,44.05,39.65,34.74,12.26,0.317,1.191
1775,44.05,39.65,34.42,12.26,0.317,1.132
1776,44.05,39.65,34.42,12.26,0.287,1.087
1777,44.05,39.65,34.58,12.26,0.243,1.058
1778,44.05,39.65,34.89,12.26,0.273,1.072
1779,44.93,39.65,34.26,12.26,0.273,1.206
1780,44.05,39.65,34.58,12.26,0.258,1.058
1781,44.05,39.65,34.74,12.26,0.273,1.087
1782,44.05,39.65,34.74,12.26,0.213,1.221
1783,44.93,39.65,34.74,12.26,0.228,1.191
1784,44.05,39.65,34.74,12.26,0.213,1.206
1785,43.17,39.65,34.89,12.26,0.199,1.147
1786,44.05,39.65,34.89,12.26,0.287,1.161
1787,43.17,39.65,34.89,12.26,0.287,1.147
1788,44.93,39.65,34.58,12.24,0.139,1.102
1789,44.05,39.65,34.74,12.26,0.228,1.087
1790,44.93,39.65,34.74,12.26,0.273,1.058
1791,44.93,39.65,34.74,12.26,0.258,1.191
1792,44.93,39.65,34.26,12.24,0.184,1.235
1793,44.93,39.65,34.74,12.22,0.243,1.176
1794,44.93,39.65,34.42,12.27,0.317,1.191
1795,44.93,39.65,34.74,12.26,0.273,1.087
1796,44.93,39.65,34.74,12.26,0.243,1.117
1797,44.05,39.65,34.74,12.26,0.228,1.191
1798,43.17,39.65,34.26,12.26,0.302,1.324
1799,43.17,39.65,34.42,12.26,0.287,1.147
1800,44.93,39.65,34.26,12.22,0.613,0.85
1801,44.93,39.65,34.58,12.26,0.687,0.761
1802,43.17,39.65,34.74,12.26,0.791,1.087
1803,44.05,40.53,34.74,12.26,0.302,1.087
1804,44.05,39.65,34.42,12.26,0.524,0.969
1805,43.17,39.65,34.74,12.24,0.628,0.865
1806,44.93,39.65,34.58,12.26,0.673,0.954
1807,44.93,39.65,34.58,12.22,0.628,1.013
1808,44.05,39.65,34.74,12.26,0.658,0.998
1809,44.05,39.65,34.26,12.26,0.643,0.939
1810,44.93,39.65,34.42,12.26,0.658,0.954
1811,44.05,39.65,34.74,12.26,0.643,0.984
1812,43.17,39.65,34.74,12.26,0.643,0.924
1813,43.17,39.65,34.74,12.26,0.643,0.954
1814,43.17,39.65,34.58,12.26,0.658,0.954
1815,44.93,39.65,34.26,12.26,0.687,0.969
1816,44.05,39.65,34.58,12.26,0.673,0.895
1817,44.93,39.65,34.26,12.26,0.761,0.806
1818,44.93,39.65,34.11,12.26,0.85,0.85
1819,44.05,39.65,34.42,12.26,0.791,0.806
1820,43.17,39.65,34.11,12.26,0.91,0.658
1821,44.93,39.65,34.11,12.26,0.835,0.761
1822,44.05,39.65,34.26,12.26,1.161,0.658
1823,44.05,39.65,34.58,12.26,3.679,-0.453
1824,43.17,39.65,34.58,12.22,-0.572,0.984
1825,44.93,39.65,34.11,12.26,1.221,2.731
1826,44.93,39.65,34.58,12.24,0.539,-0.261
1827,44.05,39.65,34.74,12.24,-1.016,2.168
1828,45.81,39.65,34.42,12.24,0.302,-1.816
1829,45.81,39.65,34.11,12.22,-1.105,-2.69
1830,43.17,39.65,33.95,12.22,0.821,4.123
1831,44.93,39.65,34.42,12.22,2.361,-0.142
1832,43.17,39.65,33.95,12.22,-0.572,0.465
1833,43.17,39.65,34.26,12.16,-0.275,-0.275
1834,43.17,39.65,34.42,12.2,-1.934,-0.261
1835,44.05,39.65,34.11,12.2,0.421,-0.453
1836,44.05,39.65,34.11,12.2,-0.009,-0.616
1837,44.93,39.65,34.42,12.18,0.48,-0.186
1838,44.93,39.65,33.79,12.18,-1.016,-0.201
1839,44.05,39.65,34.11,12.18,-0.971,0.125
1840,43.17,40.53,33.63,12.16,-0.246,-0.157
1841,44.05,40.53,33.79,12.16,-0.172,0.702
1842,44.05,40.53,33.63,12.16,-0.379,0.258
1843,44.93,40.53,33.63,12.15,-0.038,0.036
1844,43.17,40.53,33.32,12.15,0.095,-0.083
1845,44.05,39.65,33.32,12.15,-0.053,0.406
1846,44.05,40.53,33.32,12.13,-0.29,0.554
1847,44.05,40.53,33,12.13,-0.038,0.376
1848,43.17,40.53,33.16,12.13,0.524,0.302
1849,44.93,40.53,32.84,12.13,0.213,0.169
1850,44.05,40.53,32.84,12.11,-0.394,0.658
1851,44.93,40.53,32.84,12.11,-0.024,0.613
1852,44.93,40.53,32.69,12.11,-0.261,0.51
1853,44.05,40.53,32.21,12.11,-0.172,0.569
1854,44.93,40.53,32.37,12.09,-0.261,0.48
1855,43.17,40.53,32.06,12.09,0.021,0.524
1856,44.93,40.53,31.9,12.09,0.036,0.717
1857,44.93,41.41,31.9,12.09,-0.275,0.747
1858,44.93,41.41,31.9,12.07,-0.497,0.569
1859,44.93,41.41,31.58,12.07,-0.098,0.747
1860,44.93,41.41,31.58,12.07,-0.246,0.436
1861,44.93,41.41,30.95,12.07,0.036,0.48
1862,43.17,41.41,31.11,12.07,0.243,0.332
1863,44.93,41.41,30.95,12.02,-0.216,0.761
1864,43.17,41.41,30.95,12.05,-0.69,0.436
1865,44.05,41.41,30.64,12.04,0.184,0.821
1866,44.93,41.41,30.48,12.04,-0.438,0.376
1867,44.93,41.41,27.48,12.04,-0.038,0.436
1868,43.17,41.41,30.64,12.02,-0.364,0.036
1869,44.05,41.41,30.01,12.02,-0.557,0.539
1870,44.93,41.41,29.69,12.02,-0.601,0.584
1871,44.05,41.41,30.32,12.02,-0.69,0.835
1872,43.17,41.41,30.16,12,-0.646,0.643
1873,44.05,42.29,29.69,12,-0.335,0.613
1874,44.93,42.29,29.69,12,-0.246,0.376
1875,44.05,42.29,29.85,11.98,-0.468,0.287
1876,44.93,41.41,29.53,11.96,-0.32,0.213
1877,44.93,42.29,29.22,11.98,-0.157,-0.038
1878,44.05,42.29,29.22,11.96,-0.409,0.184
1879,44.05,42.29,29.06,11.96,0.021,-0.024
1880,44.05,42.29,29.06,11.96,-0.024,0.85
1881,44.93,42.29,29.06,11.96,0.125,0.406
1882,44.93,42.29,29.22,11.96,-0.127,0.45
1883,44.05,42.29,28.59,11.94,-0.231,0.362
1884,44.93,42.29,28.9,11.94,0.11,0.302
1885,44.93,42.29,28.59,11.94,-0.038,0.021
1886,44.05,42.29,28.27,11.93,-0.586,-0.261
1887,44.93,42.29,28.27,11.93,-0.009,0.169
1888,44.05,42.29,28.59,11.93,0.258,0.687
1889,44.93,42.29,28.43,11.93,0.139,0.302
1890,44.93,42.29,27.8,11.93,0.169,0.006
1891,44.05,42.29,27.96,11.91,0.021,-0.142
1892,44.93,42.29,28.11,11.87,-0.275,0.791
1893,44.93,42.29,27.33,11.89,-0.586,0.436
1894,44.93,42.29,27.48,11.89,-0.142,-0.157
1895,44.93,42.29,27.96,11.87,0.139,0.436
1896,44.93,42.29,27.33,11.89,-0.009,0.45
1897,44.93,42.29,27.17,11.87,-0.009,0.036
1898,43.17,42.29,27.17,11.87,-0.216,0.391
1899,44.05,42.29,27.17,11.87,0.021,0.391
1900,44.93,42.29,26.85,11.87,0.376,0.258
1901,44.93,42.29,26.54,11.87,-0.32,0.051
1902,44.93,42.29,26.7,11.87,0.139,0.391
1903,44.93,42.29,26.7,11.85,-0.231,0.125
1904,44.93,42.29,26.54,11.85,0.243,0.228
1905,45.81,42.29,26.54,11.83,-0.246,0.421
1906,45.81,42.29,26.07,11.8,0.125,0.391
1907,44.05,42.29,25.91,11.83,-0.157,0.376
1908,44.93,42.29,25.28,11.82,-0.083,0.287
1909,44.05,42.29,26.07,11.82,0.347,0.465
1910,44.05,42.29,25.91,11.82,-0.172,0.45
1911,44.93,42.29,25.75,11.78,0.658,-0.083
1912,45.81,42.29,25.43,11.82,0.243,0.421
1913,44.05,42.29,25.43,11.8,0.021,0.524
1914,43.17,42.29,27.33,11.8,-0.098,0.302
1915,44.93,42.29,25.28,11.78,-0.379,0.125
1916,44.05,42.29,24.65,11.78,-0.127,0.436
1917,44.05,42.29,24.49,11.78,-0.201,0.48
